date,year,month,day,atmp_max,atmp_min,pcpn,wspd_max
12/24/2010,2010,12,24,28.2,19.6,0,13.5
12/25/2010,2010,12,25,25.9,18.9,0,15.9
12/26/2010,2010,12,26,25.5,14,0,23.9
12/27/2010,2010,12,27,28.4,10.2,0,17.2
12/28/2010,2010,12,28,28.6,16.4,0,21.3
12/29/2010,2010,12,29,35.9,18.5,0,13.2
12/30/2010,2010,12,30,42.5,32,0,18.6
12/31/2010,2010,12,31,53.5,42.3,0.32,19.6
1/1/2011,2011,1,1,54.2,19.6,0.12,31.7
1/2/2011,2011,1,2,24,17,0,22.9
1/3/2011,2011,1,3,32.9,20.8,0,17.2
1/4/2011,2011,1,4,32.8,19.1,0,25.3
1/5/2011,2011,1,5,23.2,12.5,0,10.5
1/6/2011,2011,1,6,26,18.1,0,17.9
1/7/2011,2011,1,7,19.9,8.6,0,11.5
1/8/2011,2011,1,8,22.1,1.3,0,15.5
1/9/2011,2011,1,9,27.6,2.8,0,13.9
1/10/2011,2011,1,10,25.5,3.6,0,9.8
1/11/2011,2011,1,11,25.4,17.5,0,13.5
1/12/2011,2011,1,12,25.9,18.5,0,23.6
1/13/2011,2011,1,13,26,15.2,0,12.2
1/14/2011,2011,1,14,22.9,15.3,0.01,10.8
1/15/2011,2011,1,15,26,14.8,0,22.9
1/16/2011,2011,1,16,20.2,-2,0,11.9
1/17/2011,2011,1,17,29.9,9,0,20.2
1/18/2011,2011,1,18,35,22.2,0.13,14.9
1/19/2011,2011,1,19,22.4,9.9,0,0.4
1/20/2011,2011,1,20,22.6,13.2,0,0.4
1/21/2011,2011,1,21,14.4,-0.6,0,0.4
1/22/2011,2011,1,22,15.4,2.6,0,0.4
1/23/2011,2011,1,23,15.1,-8.8,0,0.4
1/24/2011,2011,1,24,28.1,-5.7,0,0.4
1/25/2011,2011,1,25,29.6,23.6,0,20.2
1/26/2011,2011,1,26,29,24.7,0,13.2
1/27/2011,2011,1,27,26,19.8,0,17.6
1/28/2011,2011,1,28,29.4,21.7,0.05,16.2
1/29/2011,2011,1,29,26.4,20.8,0,14.5
1/30/2011,2011,1,30,23.5,6.3,0,16.2
1/31/2011,2011,1,31,17.2,4.8,0,19.6
2/1/2011,2011,2,1,19.7,11.8,0,34.3
2/2/2011,2011,2,2,20.6,-0.6,0,31
2/3/2011,2011,2,3,23.7,-7.2,0,21.9
2/4/2011,2011,2,4,26.4,8,0,22.3
2/5/2011,2011,2,5,25.3,6.9,0,15.2
2/6/2011,2011,2,6,30.8,22.4,0.03,14.2
2/7/2011,2011,2,7,29,18.2,0.01,14.2
2/8/2011,2011,2,8,18.3,-1.7,0,23.6
2/9/2011,2011,2,9,18.4,2,0,25.3
2/10/2011,2011,2,10,16.8,-4.7,0,19.9
2/11/2011,2011,2,11,23.4,7.3,0,23.9
2/12/2011,2011,2,12,32.5,22.3,0,29.3
2/13/2011,2011,2,13,45.5,32.4,0,30.3
2/14/2011,2011,2,14,43.3,22.6,0,34.7
2/15/2011,2011,2,15,35.8,12.6,0,18.9
2/16/2011,2011,2,16,50,29.4,0,16.6
2/17/2011,2011,2,17,55.5,42.7,0,26.3
2/18/2011,2011,2,18,55.5,33.1,0,40.7
2/19/2011,2011,2,19,36.1,22.6,0,27.6
2/20/2011,2011,2,20,31.8,21.9,0,21.6
2/21/2011,2011,2,21,26.4,13.1,0,26.3
2/22/2011,2011,2,22,24.9,2.9,0,15.5
2/23/2011,2011,2,23,26.8,-4.3,0,15.5
2/24/2011,2011,2,24,35,24,0.22,14.5
2/25/2011,2011,2,25,31.1,19.9,0,24.9
2/26/2011,2011,2,26,30.5,19.6,0.06,12.9
2/27/2011,2011,2,27,37,29.2,0.09,16.9
2/28/2011,2011,2,28,33.3,17.3,0.33,18.6
3/1/2011,2011,3,1,38.3,11.7,0,24.6
3/2/2011,2011,3,2,35.7,14.9,0,19.9
3/3/2011,2011,3,3,28.3,11.3,0,23.3
3/4/2011,2011,3,4,44,24.7,0.15,15.9
3/5/2011,2011,3,5,39.3,25.4,0.69,19.2
3/6/2011,2011,3,6,26.8,12.3,0,0.4
3/7/2011,2011,3,7,34.8,6.9,0.03,13.2
3/8/2011,2011,3,8,41.9,22.5,0,16.9
3/9/2011,2011,3,9,40.6,33.1,0.11,16.2
3/10/2011,2011,3,10,41.3,30,0.08,19.6
3/11/2011,2011,3,11,42.4,28.8,0,28.3
3/12/2011,2011,3,12,41.6,29.9,0,29
3/13/2011,2011,3,13,37.9,30.5,0,19.9
3/14/2011,2011,3,14,43.5,25.5,0,13.2
3/15/2011,2011,3,15,45.8,27.1,0.02,12.9
3/16/2011,2011,3,16,55.1,34.6,0.03,18.6
3/17/2011,2011,3,17,68.4,40.9,0,25.9
3/18/2011,2011,3,18,63.1,39,0,28.6
3/19/2011,2011,3,19,45.9,27.4,0,16.6
3/20/2011,2011,3,20,44.7,30.2,0.68,28
3/21/2011,2011,3,21,48.2,39.5,0.18,21.6
3/22/2011,2011,3,22,42.4,32.4,0.35,22.9
3/23/2011,2011,3,23,33.4,25.4,0.27,21.9
3/24/2011,2011,3,24,29.6,19.6,0.01,17.9
3/25/2011,2011,3,25,29.3,16.6,0,18.2
3/26/2011,2011,3,26,31.1,14.1,0,19.6
3/27/2011,2011,3,27,34.3,14.3,0,17.2
3/28/2011,2011,3,28,35.2,16.3,0,13.9
3/29/2011,2011,3,29,41.7,17.6,0,16.2
3/30/2011,2011,3,30,43,18.2,0,13.5
3/31/2011,2011,3,31,45.8,19.4,0,11.5
4/1/2011,2011,4,1,48.1,21.8,0,11.5
4/2/2011,2011,4,2,45.3,29.4,0.01,22.9
4/3/2011,2011,4,3,45.2,25.5,0.15,25.6
4/4/2011,2011,4,4,61,37.5,0.02,33
4/5/2011,2011,4,5,44.8,28.6,0,27
4/6/2011,2011,4,6,40.7,29.7,0.31,13.2
4/7/2011,2011,4,7,48.4,36.4,0,12.9
4/8/2011,2011,4,8,53.6,38.4,0.27,15.9
4/9/2011,2011,4,9,57.8,30.7,0,15.2
4/10/2011,2011,4,10,82.9,45.2,0,32.7
4/11/2011,2011,4,11,74.3,43.1,0.42,31.7
4/12/2011,2011,4,12,56.1,35.7,0,20.6
4/13/2011,2011,4,13,65,28,0,13.9
4/14/2011,2011,4,14,51.5,33.2,0,19.9
4/15/2011,2011,4,15,53.6,31,0,30
4/16/2011,2011,4,16,54.8,34.6,0.16,29.6
4/17/2011,2011,4,17,43.4,34.3,0,38.7
4/18/2011,2011,4,18,39.7,27.6,0.12,12.2
4/19/2011,2011,4,19,39.2,33.3,0.69,29.6
4/20/2011,2011,4,20,41.6,33.4,1.03,26.3
4/21/2011,2011,4,21,50.6,34,0,15.5
4/22/2011,2011,4,22,44.2,35.3,0.39,22.3
4/23/2011,2011,4,23,66.9,41.7,0.21,29.6
4/24/2011,2011,4,24,60.9,44.8,0,10.8
4/25/2011,2011,4,25,55.1,48.2,0.03,17.9
4/26/2011,2011,4,26,69.9,47.1,0.09,31
4/27/2011,2011,4,27,63.7,51.5,0.36,26.3
4/28/2011,2011,4,28,51.8,40.5,1.02,29
4/29/2011,2011,4,29,60.3,35.9,0.04,18.9
4/30/2011,2011,4,30,58.2,37.1,0,25.3
5/1/2011,2011,5,1,73,51.3,0,29.6
5/2/2011,2011,5,2,56,45.7,0,24.3
5/3/2011,2011,5,3,48.1,37.8,0,13.9
5/4/2011,2011,5,4,59.8,36.9,0,18.6
5/5/2011,2011,5,5,65.2,32.2,0,21.6
5/6/2011,2011,5,6,65,46.6,0.07,29.3
5/7/2011,2011,5,7,67.2,37.2,0,13.5
5/8/2011,2011,5,8,69,41.8,0,15.9
5/9/2011,2011,5,9,70.5,37.5,0,19.6
5/10/2011,2011,5,10,74.3,51.7,0.15,19.9
5/11/2011,2011,5,11,79.5,54.6,0,18.6
5/12/2011,2011,5,12,84.9,55.3,0.36,24.9
5/13/2011,2011,5,13,82.5,57.8,1.77,22.6
5/14/2011,2011,5,14,62.9,48.7,0.22,28.3
5/15/2011,2011,5,15,50.1,40.1,0.33,30
5/16/2011,2011,5,16,55.4,38.8,0,23.9
5/17/2011,2011,5,17,54.7,43.8,0.07,20.6
5/18/2011,2011,5,18,62.3,48.2,0.69,12.5
5/19/2011,2011,5,19,71.6,55,0.13,11.2
5/20/2011,2011,5,20,73.8,53.3,0,10.2
5/21/2011,2011,5,21,76.9,52.6,0.03,16.2
5/22/2011,2011,5,22,83.4,59.7,0.1,35
5/23/2011,2011,5,23,78.3,61.8,0.04,30.3
5/24/2011,2011,5,24,73.5,56.5,0,12.9
5/25/2011,2011,5,25,60.5,51,0.96,20.2
5/26/2011,2011,5,26,57.9,44.6,0.46,26.6
5/27/2011,2011,5,27,54.4,45.5,0,18.2
5/28/2011,2011,5,28,65.4,52.5,0.03,22.6
5/29/2011,2011,5,29,74.5,55.9,0.57,34.7
5/30/2011,2011,5,30,87.5,58.4,0,19.2
5/31/2011,2011,5,31,88.4,65.7,0,32.7
6/1/2011,2011,6,1,75.5,60.6,0,32
6/2/2011,2011,6,2,71.6,50,0,17.2
6/3/2011,2011,6,3,77.1,51.1,0,16.6
6/4/2011,2011,6,4,88.9,62.6,0,18.6
6/5/2011,2011,6,5,87,55.9,0,17.2
6/6/2011,2011,6,6,84.9,54.9,0,16.9
6/7/2011,2011,6,7,94,73,0,18.2
6/8/2011,2011,6,8,93.8,74.2,0,25.3
6/9/2011,2011,6,9,83.5,57.4,0,33
6/10/2011,2011,6,10,60.7,53,0.58,18.6
6/11/2011,2011,6,11,75.6,59.1,0,15.9
6/12/2011,2011,6,12,65.7,50.3,0,17.2
6/13/2011,2011,6,13,76.3,49.5,0,18.6
6/14/2011,2011,6,14,76.8,47.6,0,23.6
6/15/2011,2011,6,15,68,48.3,0.06,21.9
6/16/2011,2011,6,16,74.5,56.8,0.65,15.2
6/17/2011,2011,6,17,77,53,0,8.5
6/18/2011,2011,6,18,82.5,55.6,0,14.2
6/19/2011,2011,6,19,81,55.6,0,14.9
6/20/2011,2011,6,20,75.8,60.6,0,18.6
6/21/2011,2011,6,21,87.7,67,0.2,22.6
6/22/2011,2011,6,22,80,64.7,0.21,32
6/23/2011,2011,6,23,70.2,62.2,0.02,20.2
6/24/2011,2011,6,24,65.6,58.8,0.03,18.9
6/25/2011,2011,6,25,77.3,57.2,0,19.9
6/26/2011,2011,6,26,80,52.8,0,12.9
6/27/2011,2011,6,27,77.5,58.3,0,20.2
6/28/2011,2011,6,28,72.2,60.4,0,23.9
6/29/2011,2011,6,29,78.1,53.3,0,16.9
6/30/2011,2011,6,30,82.5,51.2,0,11.5
7/1/2011,2011,7,1,86.3,58,0,16.2
7/2/2011,2011,7,2,94,68.9,0,24.9
7/3/2011,2011,7,3,86.2,64.2,0,14.2
7/4/2011,2011,7,4,85.6,60.6,0,12.9
7/5/2011,2011,7,5,88.7,57.3,0,14.5
7/6/2011,2011,7,6,86.3,65.2,0,14.9
7/7/2011,2011,7,7,79.3,56.2,0,11.5
7/8/2011,2011,7,8,85.1,56.8,0,13.5
7/9/2011,2011,7,9,89.6,59.6,0,11.9
7/10/2011,2011,7,10,89.8,64.2,0,16.6
7/11/2011,2011,7,11,79.5,66.3,0.48,27
7/12/2011,2011,7,12,86,66,0,20.6
7/13/2011,2011,7,13,77.7,58.6,0,16.6
7/14/2011,2011,7,14,79.5,51,0,10.8
7/15/2011,2011,7,15,84.7,61.4,0,14.2
7/16/2011,2011,7,16,90.3,57.1,0,11.9
7/17/2011,2011,7,17,92.2,64,0,14.9
7/18/2011,2011,7,18,90.4,74.9,0.12,17.6
7/19/2011,2011,7,19,91.8,71.7,0,11.9
7/20/2011,2011,7,20,93.5,69.1,0,15.5
7/21/2011,2011,7,21,94.8,68.7,0,22.9
7/22/2011,2011,7,22,81.6,64.9,0.08,19.9
7/23/2011,2011,7,23,86.7,66.3,0.02,17.2
7/24/2011,2011,7,24,87,67.5,0,10.8
7/25/2011,2011,7,25,86.9,70.9,0,14.5
7/26/2011,2011,7,26,82.8,60.7,0,18.9
7/27/2011,2011,7,27,78.7,56.6,2.13,15.2
7/28/2011,2011,7,28,86.1,69.5,1.84,21.9
7/29/2011,2011,7,29,86,69,2.34,18.6
7/30/2011,2011,7,30,88,62.3,0,12.5
7/31/2011,2011,7,31,88.3,63.5,0,19.6
8/1/2011,2011,8,1,88.4,72,0,18.2
8/2/2011,2011,8,2,85,68.5,0.12,17.2
8/3/2011,2011,8,3,82.3,70.3,0.27,15.9
8/4/2011,2011,8,4,78.9,64.6,0,12.9
8/5/2011,2011,8,5,84.8,61.9,0,10.5
8/6/2011,2011,8,6,81.4,69.8,0.05,13.9
8/7/2011,2011,8,7,81,65.6,0.01,14.5
8/8/2011,2011,8,8,79.9,68.1,0.01,11.2
8/9/2011,2011,8,9,80.2,63.3,0.08,26.3
8/10/2011,2011,8,10,73.6,58,0,20.9
8/11/2011,2011,8,11,78.7,50.8,0,15.9
8/12/2011,2011,8,12,79.3,53.5,0,14.5
8/13/2011,2011,8,13,79,59.2,0.46,26.3
8/14/2011,2011,8,14,71.4,59,0.11,19.6
8/15/2011,2011,8,15,77.6,56.6,0,13.2
8/16/2011,2011,8,16,80.6,51.8,0,10.8
8/17/2011,2011,8,17,81.3,55.8,0,14.2
8/18/2011,2011,8,18,83.1,59,0.1,15.9
8/19/2011,2011,8,19,83.7,52.3,0,8.5
8/20/2011,2011,8,20,80.5,57.7,0.48,23.6
8/21/2011,2011,8,21,76.6,54.3,0.01,23.6
8/22/2011,2011,8,22,74.6,48.8,0,13.9
8/23/2011,2011,8,23,80.6,51.5,0.44,18.2
8/24/2011,2011,8,24,88,65.2,0.36,23.9
8/25/2011,2011,8,25,75.1,58.7,0,17.2
8/26/2011,2011,8,26,78.9,52,0,8.8
8/27/2011,2011,8,27,80.1,55.2,0,14.9
8/28/2011,2011,8,28,73.9,54.1,0,18.2
8/29/2011,2011,8,29,77.7,48.4,0,12.2
8/30/2011,2011,8,30,77.5,51.2,0,11.9
8/31/2011,2011,8,31,80.2,60.1,0,14.5
9/1/2011,2011,9,1,89,63.8,0,7.8
9/2/2011,2011,9,2,91.4,69.6,0.01,22.6
9/3/2011,2011,9,3,89,68.5,0,20.6
9/4/2011,2011,9,4,74.3,58.4,0.21,18.9
9/5/2011,2011,9,5,58.9,46.6,0,16.9
9/6/2011,2011,9,6,65.8,44.2,0,20.6
9/7/2011,2011,9,7,65.9,48.7,0.08,22.3
9/8/2011,2011,9,8,64.4,55.4,0.04,19.9
9/9/2011,2011,9,9,75.8,58.8,0.01,9.8
9/10/2011,2011,9,10,78.2,58.6,0.14,7.5
9/11/2011,2011,9,11,78.5,57.4,0,10.8
9/12/2011,2011,9,12,82.7,57.8,0,19.6
9/13/2011,2011,9,13,76.4,53.6,0,21.9
9/14/2011,2011,9,14,65.9,43,0.11,13.9
9/15/2011,2011,9,15,60,36.9,0,16.6
9/16/2011,2011,9,16,58.5,35.1,0,8.5
9/17/2011,2011,9,17,65.2,44.6,0,14.2
9/18/2011,2011,9,18,70.4,42,0,20.2
9/19/2011,2011,9,19,66.2,55.1,0.77,15.2
9/20/2011,2011,9,20,71,46.6,0,10.8
9/21/2011,2011,9,21,75.9,49.5,0,19.9
9/22/2011,2011,9,22,69.1,48.2,0,14.9
9/23/2011,2011,9,23,63.6,50.3,0,12.5
9/24/2011,2011,9,24,65.7,43.8,0,13.5
9/25/2011,2011,9,25,70.1,49.6,0.03,14.5
9/26/2011,2011,9,26,69.5,48.1,0.51,29
9/27/2011,2011,9,27,66.6,44.6,0.11,19.6
9/28/2011,2011,9,28,62.4,51.8,0.02,10.8
9/29/2011,2011,9,29,62.7,49,0.45,29.3
9/30/2011,2011,9,30,52.1,39.4,0.15,25.6
10/1/2011,2011,10,1,52.6,35.4,0,22.3
10/2/2011,2011,10,2,61.5,33.2,0,19.9
10/3/2011,2011,10,3,66.8,40.8,0,15.9
10/4/2011,2011,10,4,73.1,37.6,0,12.5
10/5/2011,2011,10,5,76.1,40.7,0,8.5
10/6/2011,2011,10,6,80.2,42.9,0,9.2
10/7/2011,2011,10,7,80.1,47.5,0,13.9
10/8/2011,2011,10,8,81.7,47.6,0,11.5
10/9/2011,2011,10,9,81.4,48,0,8.2
10/10/2011,2011,10,10,77.2,47.9,0,13.5
10/11/2011,2011,10,11,79,46.5,0,13.5
10/12/2011,2011,10,12,70.3,47.8,0,14.9
10/13/2011,2011,10,13,64.3,50.7,0.42,12.9
10/14/2011,2011,10,14,58.2,47.7,0.1,34
10/15/2011,2011,10,15,55.1,44.1,0.05,39.7
10/16/2011,2011,10,16,59.7,44.4,0,24.3
10/17/2011,2011,10,17,57.8,41.7,0,27
10/18/2011,2011,10,18,53,38.1,0.08,8.5
10/19/2011,2011,10,19,47.7,43.2,0.95,34
10/20/2011,2011,10,20,46.3,41.1,0.97,34.3
10/21/2011,2011,10,21,46.5,33.4,0,16.6
10/22/2011,2011,10,22,59,28.7,0,15.2
10/23/2011,2011,10,23,65,34.6,0,14.2
10/24/2011,2011,10,24,60.2,39.5,0.2,29.6
10/25/2011,2011,10,25,67.5,37.6,0,20.9
10/26/2011,2011,10,26,58.2,42.6,0.01,16.6
10/27/2011,2011,10,27,48.5,33,0,13.2
10/28/2011,2011,10,28,49.1,27,0,9.2
10/29/2011,2011,10,29,50,30.5,0.12,11.5
10/30/2011,2011,10,30,50.7,25.2,0,16.9
10/31/2011,2011,10,31,49.7,32.5,0,14.9
11/1/2011,2011,11,1,60.2,28.8,0,16.6
11/2/2011,2011,11,2,66.1,42.8,0,21.6
11/3/2011,2011,11,3,53.3,37.2,0,20.2
11/4/2011,2011,11,4,50.9,28.2,0,14.9
11/5/2011,2011,11,5,54.5,26.9,0,18.2
11/6/2011,2011,11,6,62.8,34,0,24.3
11/7/2011,2011,11,7,58.1,50,0,19.9
11/8/2011,2011,11,8,63.7,45,0.18,14.2
11/9/2011,2011,11,9,62.3,37.6,0.24,40.7
11/10/2011,2011,11,10,42.9,30.7,0.01,24.3
11/11/2011,2011,11,11,40.7,31.2,0,18.6
11/12/2011,2011,11,12,59.4,33.7,0,22.6
11/13/2011,2011,11,13,65,51.4,0.12,35.7
11/14/2011,2011,11,14,54.3,40.8,0.03,20.9
11/15/2011,2011,11,15,59,33.1,0,17.9
11/16/2011,2011,11,16,48.7,27,0,25.3
11/17/2011,2011,11,17,34.4,23,0,25.9
11/18/2011,2011,11,18,46.7,23.4,0,36.4
11/19/2011,2011,11,19,54.3,39.5,0,24.3
11/20/2011,2011,11,20,57.3,34.2,0,31
11/21/2011,2011,11,21,44.7,28.2,0,13.5
11/22/2011,2011,11,22,36.9,27,0.6,20.9
11/23/2011,2011,11,23,50.1,30.4,0.02,14.9
11/24/2011,2011,11,24,44,33.3,0,20.2
11/25/2011,2011,11,25,59.3,41,0,22.6
11/26/2011,2011,11,26,60.5,45.3,0.03,23.3
11/27/2011,2011,11,27,55.8,34.3,0.41,21.3
11/28/2011,2011,11,28,36,31.6,0.03,14.5
11/29/2011,2011,11,29,37.1,28.4,1.03,35
11/30/2011,2011,11,30,37.1,23.6,0.29,14.5
12/1/2011,2011,12,1,38.8,24.1,0,15.2
12/2/2011,2011,12,2,37.8,20.1,0.12,10.2
12/3/2011,2011,12,3,44.6,26.3,0.01,17.9
12/4/2011,2011,12,4,49.3,39.5,0.35,25.9
12/5/2011,2011,12,5,39.6,31.6,0,16.9
12/6/2011,2011,12,6,32.8,28.1,0,16.6
12/7/2011,2011,12,7,36.5,24.5,0,20.6
12/8/2011,2011,12,8,36.6,23.6,0,22.9
12/9/2011,2011,12,9,31.2,14.6,0,17.9
12/10/2011,2011,12,10,27.1,8.5,0,20.2
12/11/2011,2011,12,11,37.1,18.8,0,18.9
12/12/2011,2011,12,12,43.4,24.5,0,11.9
12/13/2011,2011,12,13,42.4,29.2,0,12.2
12/14/2011,2011,12,14,53,35.2,0.66,21.3
12/15/2011,2011,12,15,55.5,31.2,0.06,41
12/16/2011,2011,12,16,31.8,28.3,0,26.3
12/17/2011,2011,12,17,29,24.6,0.01,11.9
12/18/2011,2011,12,18,37,28.2,0.03,20.2
12/19/2011,2011,12,19,47.7,32.7,0,24.9
12/20/2011,2011,12,20,34.5,27.7,0.01,15.9
12/21/2011,2011,12,21,39.9,34,0.12,15.5
12/22/2011,2011,12,22,39.9,29.2,0.1,14.5
12/23/2011,2011,12,23,29.9,22.2,0,7.8
12/24/2011,2011,12,24,36.9,26.5,0,20.9
12/25/2011,2011,12,25,40.5,30.9,0,29.6
12/26/2011,2011,12,26,44.8,29.9,0,21.3
12/27/2011,2011,12,27,36.3,26,0.31,29
12/28/2011,2011,12,28,26.4,16.8,0,23.6
12/29/2011,2011,12,29,38,23.5,0.05,17.2
12/30/2011,2011,12,30,37.6,33.3,0.28,14.5
12/31/2011,2011,12,31,38.1,33.6,0.01,18.2
1/1/2012,2012,1,1,44.6,28.9,0,33.7
1/2/2012,2012,1,2,29.4,17.9,0,30.3
1/3/2012,2012,1,3,23.1,14.2,0,19.2
1/4/2012,2012,1,4,35,18.7,0,20.6
1/5/2012,2012,1,5,42.3,20.7,0,21.6
1/6/2012,2012,1,6,51.7,38.9,0,21.9
1/7/2012,2012,1,7,42.9,31.1,0,22.3
1/8/2012,2012,1,8,37.6,20.6,0,11.5
1/9/2012,2012,1,9,41.1,21.7,0,22.3
1/10/2012,2012,1,10,47.6,25.7,0,13.9
1/11/2012,2012,1,11,48.2,25.7,0.02,11.2
1/12/2012,2012,1,12,36.8,20.5,0.15,15.5
1/13/2012,2012,1,13,25.6,17.3,0,0.4
1/14/2012,2012,1,14,23.1,15.4,0,0.4
1/15/2012,2012,1,15,24.7,12.7,0,0.8
1/16/2012,2012,1,16,43.5,17.5,0.13,20.2
1/17/2012,2012,1,17,40.3,22.4,0.29,22.9
1/18/2012,2012,1,18,24.2,17.2,0,18.2
1/19/2012,2012,1,19,26.5,1.9,0,33
1/20/2012,2012,1,20,15.9,-3.2,0,9.8
1/21/2012,2012,1,21,22.6,1.7,0.08,11.2
1/22/2012,2012,1,22,35.8,8,0.07,21.9
1/23/2012,2012,1,23,48.1,30.2,0.3,35.7
1/24/2012,2012,1,24,31.1,27.5,0,28.6
1/25/2012,2012,1,25,31.3,26.6,0,9.5
1/26/2012,2012,1,26,34.2,26.4,0.26,11.2
1/27/2012,2012,1,27,39.5,30.6,0.11,19.2
1/28/2012,2012,1,28,32.5,24.7,0.05,34.7
1/29/2012,2012,1,29,29.8,14.7,0,20.9
1/30/2012,2012,1,30,43.3,6.9,0.04,20.9
1/31/2012,2012,1,31,53,42.2,0,28.6
2/1/2012,2012,2,1,49.8,35.2,0,20.9
2/2/2012,2012,2,2,42.2,25.9,0,10.5
2/3/2012,2012,2,3,36,23.3,0,11.2
2/4/2012,2012,2,4,45.3,24.2,0,11.9
2/5/2012,2012,2,5,41.4,21.7,0,13.2
2/6/2012,2012,2,6,42.3,26.1,0,21.3
2/7/2012,2012,2,7,33.9,23.1,0,19.9
2/8/2012,2012,2,8,33.7,17.9,0,16.6
2/9/2012,2012,2,9,37.2,23,0,20.6
2/10/2012,2012,2,10,32.1,9.2,0,28
2/11/2012,2012,2,11,19,3.8,0,22.9
2/12/2012,2012,2,12,27.7,15,0.02,25.6
2/13/2012,2012,2,13,33.7,18.3,0,19.6
2/14/2012,2012,2,14,31.7,26.1,0.03,13.2
2/15/2012,2012,2,15,40.3,31.2,0.12,18.2
2/16/2012,2012,2,16,40.5,30.1,0.21,21.9
2/17/2012,2012,2,17,41.8,29.4,0,18.9
2/18/2012,2012,2,18,39.7,22.6,0,20.6
2/19/2012,2012,2,19,31.8,17.7,0,14.9
2/20/2012,2012,2,20,39.4,14.9,0,14.5
2/21/2012,2012,2,21,39.2,26.6,0.03,26.6
2/22/2012,2012,2,22,39.9,30.8,0,19.2
2/23/2012,2012,2,23,38.2,24,0,10.2
2/24/2012,2012,2,24,33,28.6,0.03,21.3
2/25/2012,2012,2,25,30.5,25.3,0,23.3
2/26/2012,2012,2,26,36.1,17.9,0.08,26.3
2/27/2012,2012,2,27,40.4,27,0.05,31.7
2/28/2012,2012,2,28,39.9,15.5,0,14.9
2/29/2012,2012,2,29,46.4,31.9,0.44,24.3
3/1/2012,2012,3,1,40.6,32.8,0.02,21.3
3/2/2012,2012,3,2,47.5,33,0.31,37.7
3/3/2012,2012,3,3,35.1,26.1,0.01,37.7
3/4/2012,2012,3,4,30.9,22,0,13.9
3/5/2012,2012,3,5,29.4,15.9,0,18.9
3/6/2012,2012,3,6,60.3,26.9,0,25.3
3/7/2012,2012,3,7,65.4,48,0,34.3
3/8/2012,2012,3,8,60.9,31.1,0.19,34
3/9/2012,2012,3,9,35.7,21.7,0,29
3/10/2012,2012,3,10,49.5,18.6,0,28.3
3/11/2012,2012,3,11,64.8,40.9,0,19.9
3/12/2012,2012,3,12,64.4,45.3,0.91,28.3
3/13/2012,2012,3,13,60.2,37.9,0,24.9
3/14/2012,2012,3,14,78.1,33.6,0,24.9
3/15/2012,2012,3,15,77.6,58.5,0,19.9
3/16/2012,2012,3,16,78.1,49.2,0,13.5
3/17/2012,2012,3,17,76.8,50.5,0,19.6
3/18/2012,2012,3,18,71.7,51.4,0,11.2
3/19/2012,2012,3,19,79,49.6,0,20.6
3/20/2012,2012,3,20,81.3,55.5,0,18.6
3/21/2012,2012,3,21,85.9,54.3,0,16.9
3/22/2012,2012,3,22,83,53.6,0.19,20.6
3/23/2012,2012,3,23,66.4,54.6,0.44,13.5
3/24/2012,2012,3,24,56.5,50.1,0.04,12.2
3/25/2012,2012,3,25,70.5,44.8,0,21.9
3/26/2012,2012,3,26,44.6,29,0,18.6
3/27/2012,2012,3,27,56.9,27.2,0,25.6
3/28/2012,2012,3,28,60.4,42.8,0,32
3/29/2012,2012,3,29,43.8,33.5,0,16.6
3/30/2012,2012,3,30,37.5,29.2,0.37,24.3
3/31/2012,2012,3,31,41.4,32.7,0,13.2
4/1/2012,2012,4,1,53.2,33.5,0,17.2
4/2/2012,2012,4,2,57.2,31.1,0,19.2
4/3/2012,2012,4,3,61.3,38.1,0.18,18.6
4/4/2012,2012,4,4,58.5,34.1,0,17.6
4/5/2012,2012,4,5,46.5,32.3,0,19.6
4/6/2012,2012,4,6,57.1,25.9,0,13.5
4/7/2012,2012,4,7,63.2,25.9,0,14.2
4/8/2012,2012,4,8,58,41.2,0,33
4/9/2012,2012,4,9,58.2,35.2,0,34
4/10/2012,2012,4,10,43,34.8,0,23.6
4/11/2012,2012,4,11,54,32.7,0,18.6
4/12/2012,2012,4,12,56.3,27.8,0,26.3
4/13/2012,2012,4,13,62.4,28.6,0,17.6
4/14/2012,2012,4,14,64.6,48.2,0,18.6
4/15/2012,2012,4,15,74.2,55.5,0.76,22.6
4/16/2012,2012,4,16,68.8,41.8,0.15,43.4
4/17/2012,2012,4,17,54.6,32.5,0,17.6
4/18/2012,2012,4,18,64.9,30,0,20.6
4/19/2012,2012,4,19,68.6,52.9,0.05,14.5
4/20/2012,2012,4,20,66.4,36.8,0.25,20.6
4/21/2012,2012,4,21,49.3,34.1,0,20.9
4/22/2012,2012,4,22,51.4,30.7,0,30
4/23/2012,2012,4,23,55.9,33.9,0,29.6
4/24/2012,2012,4,24,60.2,36.8,0,28.6
4/25/2012,2012,4,25,64.3,31.3,0.01,20.9
4/26/2012,2012,4,26,53,36.2,0.08,24.3
4/27/2012,2012,4,27,54.2,28.7,0,17.6
4/28/2012,2012,4,28,46.6,35.5,0,16.9
4/29/2012,2012,4,29,62.1,23.7,0,14.2
4/30/2012,2012,4,30,57.3,38.9,0.61,17.2
5/1/2012,2012,5,1,59.6,46.9,0.01,11.9
5/2/2012,2012,5,2,81.7,51.2,0,27.3
